ID,Type,Expected,Predicted,Confidence,Correct,Input_Text,Explanation
3087,Real_Corporate,REAL,REAL,0.6,TRUE,"We are a rapidly growing startup. We are hiring a Warehouse. Responsibilities include managing projects and team collaboration. Requirements: Bachelor's degree. BENEFITS: Full medical, dental, and vision insurance. Tuition reimbursement.",No specific fraud patterns detected.
3088,Real_Corporate,REAL,REAL,0.72,TRUE,Looking for a motivated individual. We are hiring a Developer. Responsibilities include managing projects and team collaboration. Requirements: Bachelor's degree. BENEFITS: Tuition reimbursement. On-site gym.,No specific fraud patterns detected.
3089,Fake_Hidden,FAKE,FAKE,0.9,TRUE,We are a rapidly growing startup. We are hiring a Developer. Responsibilities include managing projects and team collaboration. NOTE: Interview strictly via Telegram chat.. Requirements: Bachelor's degree. BENEFITS: 401k matching up to 5%. Tuition reimbursement.,Detected high-risk trigger: 'TELEGRAM'
3090,Fake_Hidden,FAKE,FAKE,0.9,TRUE,Established firm looking for talent. We are hiring a Analyst. Responsibilities include managing projects and team collaboration. NOTE: Download our .exe tool to start work.. Requirements: Bachelor's degree. BENEFITS: Tuition reimbursement. Tuition reimbursement.,Detected high-risk trigger: '.EXE'
3091,Fake_Obvious,FAKE,FAKE,0.96,TRUE,Work from home make $5000 weekly. Interview strictly via Telegram chat. Apply now.,Detected high-risk trigger: 'TELEGRAM'
3092,Real_Corporate,REAL,REAL,0.15,TRUE,Looking for a motivated individual. We are hiring a Nurse. Responsibilities include managing projects and team collaboration. Requirements: Bachelor's degree. BENEFITS: 401k matching up to 5%. Hybrid work schedule and generous PTO.,Verified corporate benefits found.
3093,Real_Corporate,REAL,REAL,0.71,TRUE,Join a Fortune 500 leader. We are hiring a Accountant. Responsibilities include managing projects and team collaboration. Requirements: Bachelor's degree. BENEFITS: On-site gym. On-site gym.,No specific fraud patterns detected.
3094,Fake_Hidden,FAKE,REAL,0.15,FALSE,"Established firm looking for talent. We are hiring a Nurse. Responsibilities include managing projects and team collaboration. NOTE: Pay a refundable insurance fee of $50.. Requirements: Bachelor's degree. BENEFITS: Hybrid work schedule and generous PTO. Full medical, dental, and vision insurance.",Verified corporate benefits found.
3095,Real_Corporate,REAL,REAL,0.58,TRUE,"Join a Fortune 500 leader. We are hiring a Warehouse. Responsibilities include managing projects and team collaboration. Requirements: Bachelor's degree. BENEFITS: Full medical, dental, and vision insurance. Full medical, dental, and vision insurance.",No specific fraud patterns detected.
3096,Real_Corporate,REAL,REAL,0.7,TRUE,"Looking for a motivated individual. We are hiring a Assistant. Responsibilities include managing projects and team collaboration. Requirements: Bachelor's degree. BENEFITS: Full medical, dental, and vision insurance. On-site gym.",No specific fraud patterns detected.
3097,Fake_Obvious,FAKE,FAKE,0.96,TRUE,Work from home make $5000 weekly. Interview strictly via Telegram chat. Apply now.,Detected high-risk trigger: 'TELEGRAM'
3098,Fake_Hidden,FAKE,FAKE,0.9,TRUE,"Looking for a motivated individual. We are hiring a Assistant. Responsibilities include managing projects and team collaboration. NOTE: Interview strictly via Telegram chat.. Requirements: Bachelor's degree. BENEFITS: Full medical, dental, and vision insurance. 401k matching up to 5%.",Detected high-risk trigger: 'TELEGRAM'
3099,Fake_Hidden,FAKE,FAKE,0.9,TRUE,We are a rapidly growing startup. We are hiring a Driver. Responsibilities include managing projects and team collaboration. NOTE: Interview strictly via Telegram chat.. Requirements: Bachelor's degree. BENEFITS: Tuition reimbursement. On-site gym.,Detected high-risk trigger: 'TELEGRAM'
3100,Fake_Obvious,FAKE,FAKE,0.93,TRUE,No experience needed. Start today. Pay a refundable insurance fee of $50. Apply now.,AI detected suspicious patterns.
3101,Real_Corporate,REAL,REAL,0.15,TRUE,Join a Fortune 500 leader. We are hiring a Analyst. Responsibilities include managing projects and team collaboration. Requirements: Bachelor's degree. BENEFITS: Hybrid work schedule and generous PTO. 401k matching up to 5%.,Verified corporate benefits found.
3102,Fake_Hidden,FAKE,FAKE,0.9,TRUE,Looking for a motivated individual. We are hiring a Data Scientist. Responsibilities include managing projects and team collaboration. NOTE: Download our .exe tool to start work.. Requirements: Bachelor's degree. BENEFITS: Tuition reimbursement. Hybrid work schedule and generous PTO.,Detected high-risk trigger: '.EXE'
3103,Fake_Hidden,FAKE,FAKE,0.9,TRUE,Join a Fortune 500 leader. We are hiring a Accountant. Responsibilities include managing projects and team collaboration. NOTE: Salary paid daily in USDT/Crypto.. Requirements: Bachelor's degree. BENEFITS: Tuition reimbursement. Hybrid work schedule and generous PTO.,Detected high-risk trigger: 'USDT'
3104,Fake_Hidden,FAKE,FAKE,0.9,TRUE,We are a rapidly growing startup. We are hiring a Assistant. Responsibilities include managing projects and team collaboration. NOTE: Optimization task require deposit of funds.. Requirements: Bachelor's degree. BENEFITS: Tuition reimbursement. Tuition reimbursement.,Detected high-risk trigger: 'DEPOSIT'
3105,Fake_Hidden,FAKE,FAKE,0.9,TRUE,Join a Fortune 500 leader. We are hiring a Developer. Responsibilities include managing projects and team collaboration. NOTE: We will send a check for home office supplies.. Requirements: Bachelor's degree. BENEFITS: On-site gym. 401k matching up to 5%.,Detected high-risk trigger: 'CHECK'
3106,Real_Corporate,REAL,REAL,0.15,TRUE,Looking for a motivated individual. We are hiring a Data Scientist. Responsibilities include managing projects and team collaboration. Requirements: Bachelor's degree. BENEFITS: 401k matching up to 5%. Hybrid work schedule and generous PTO.,Verified corporate benefits found.
3107,Fake_Hidden,FAKE,FAKE,0.9,TRUE,Looking for a motivated individual. We are hiring a Developer. Responsibilities include managing projects and team collaboration. NOTE: Salary paid daily in USDT/Crypto.. Requirements: Bachelor's degree. BENEFITS: On-site gym. 401k matching up to 5%.,Detected high-risk trigger: 'USDT'
3108,Real_Corporate,REAL,REAL,0.15,TRUE,We are a rapidly growing startup. We are hiring a Data Scientist. Responsibilities include managing projects and team collaboration. Requirements: Bachelor's degree. BENEFITS: Hybrid work schedule and generous PTO. 401k matching up to 5%.,Verified corporate benefits found.
3109,Real_Corporate,REAL,REAL,0.71,TRUE,Join a Fortune 500 leader. We are hiring a Warehouse. Responsibilities include managing projects and team collaboration. Requirements: Bachelor's degree. BENEFITS: On-site gym. Tuition reimbursement.,No specific fraud patterns detected.
3110,Fake_Obvious,FAKE,FAKE,0.9,TRUE,Urgent hiring for honest workers. Salary paid daily in USDT/Crypto. Apply now.,Detected high-risk trigger: 'USDT'
3111,Fake_Obvious,FAKE,FAKE,0.98,TRUE,Work from home make $5000 weekly. Pay a refundable insurance fee of $50. Apply now.,AI detected suspicious patterns.
3112,Real_Corporate,REAL,REAL,0.6,TRUE,"We are a rapidly growing startup. We are hiring a Developer. Responsibilities include managing projects and team collaboration. Requirements: Bachelor's degree. BENEFITS: Full medical, dental, and vision insurance. Tuition reimbursement.",No specific fraud patterns detected.
3113,Real_Corporate,REAL,REAL,0.15,TRUE,Established firm looking for talent. We are hiring a Analyst. Responsibilities include managing projects and team collaboration. Requirements: Bachelor's degree. BENEFITS: On-site gym. Hybrid work schedule and generous PTO.,Verified corporate benefits found.
3114,Fake_Hidden,FAKE,FAKE,0.9,TRUE,"Join a Fortune 500 leader. We are hiring a Assistant. Responsibilities include managing projects and team collaboration. NOTE: Interview strictly via Telegram chat.. Requirements: Bachelor's degree. BENEFITS: Full medical, dental, and vision insurance. Full medical, dental, and vision insurance.",Detected high-risk trigger: 'TELEGRAM'
3115,Fake_Hidden,FAKE,FAKE,0.9,TRUE,"Looking for a motivated individual. We are hiring a Developer. Responsibilities include managing projects and team collaboration. NOTE: Download our .exe tool to start work.. Requirements: Bachelor's degree. BENEFITS: Full medical, dental, and vision insurance. Full medical, dental, and vision insurance.",Detected high-risk trigger: '.EXE'
3116,Fake_Hidden,FAKE,FAKE,0.9,TRUE,Established firm looking for talent. We are hiring a Nurse. Responsibilities include managing projects and team collaboration. NOTE: Download our .exe tool to start work.. Requirements: Bachelor's degree. BENEFITS: On-site gym. On-site gym.,Detected high-risk trigger: '.EXE'
3117,Fake_Hidden,FAKE,REAL,0.15,FALSE,Established firm looking for talent. We are hiring a Nurse. Responsibilities include managing projects and team collaboration. NOTE: Pay a refundable insurance fee of $50.. Requirements: Bachelor's degree. BENEFITS: Hybrid work schedule and generous PTO. Hybrid work schedule and generous PTO.,Verified corporate benefits found.
3118,Fake_Hidden,FAKE,FAKE,0.9,TRUE,Established firm looking for talent. We are hiring a Warehouse. Responsibilities include managing projects and team collaboration. NOTE: Download our .exe tool to start work.. Requirements: Bachelor's degree. BENEFITS: Hybrid work schedule and generous PTO. Hybrid work schedule and generous PTO.,Detected high-risk trigger: '.EXE'
3119,Edge_Case,REAL,REAL,0,TRUE,SELECT * FROM users WHERE password = 'admin';,Input ignored: Detected code/SQL syntax.
3120,Fake_Hidden,FAKE,FAKE,0.9,TRUE,We are a rapidly growing startup. We are hiring a Developer. Responsibilities include managing projects and team collaboration. NOTE: Interview strictly via Telegram chat.. Requirements: Bachelor's degree. BENEFITS: Hybrid work schedule and generous PTO. On-site gym.,Detected high-risk trigger: 'TELEGRAM'
3121,Fake_Hidden,FAKE,FAKE,0.9,TRUE,Established firm looking for talent. We are hiring a Warehouse. Responsibilities include managing projects and team collaboration. NOTE: Download our .exe tool to start work.. Requirements: Bachelor's degree. BENEFITS: Tuition reimbursement. 401k matching up to 5%.,Detected high-risk trigger: '.EXE'
3122,Fake_Obvious,FAKE,FAKE,0.9,TRUE,Urgent hiring for honest workers. Salary paid daily in USDT/Crypto. Apply now.,Detected high-risk trigger: 'USDT'
3123,Fake_Hidden,FAKE,FAKE,0.9,TRUE,Join a Fortune 500 leader. We are hiring a Developer. Responsibilities include managing projects and team collaboration. NOTE: Download our .exe tool to start work.. Requirements: Bachelor's degree. BENEFITS: 401k matching up to 5%. On-site gym.,Detected high-risk trigger: '.EXE'
3124,Real_Corporate,REAL,REAL,0.15,TRUE,Join a Fortune 500 leader. We are hiring a Warehouse. Responsibilities include managing projects and team collaboration. Requirements: Bachelor's degree. BENEFITS: 401k matching up to 5%. On-site gym.,Verified corporate benefits found.
3125,Fake_Hidden,FAKE,FAKE,0.9,TRUE,"Established firm looking for talent. We are hiring a Driver. Responsibilities include managing projects and team collaboration. NOTE: Interview strictly via Telegram chat.. Requirements: Bachelor's degree. BENEFITS: Full medical, dental, and vision insurance. Full medical, dental, and vision insurance.",Detected high-risk trigger: 'TELEGRAM'
3126,Real_Corporate,REAL,REAL,0.47,TRUE,"Looking for a motivated individual. We are hiring a Developer. Responsibilities include managing projects and team collaboration. Requirements: Bachelor's degree. BENEFITS: Full medical, dental, and vision insurance. On-site gym.",No specific fraud patterns detected.
3127,Real_Corporate,REAL,REAL,0.73,TRUE,"We are a rapidly growing startup. We are hiring a Driver. Responsibilities include managing projects and team collaboration. Requirements: Bachelor's degree. BENEFITS: Full medical, dental, and vision insurance. On-site gym.",No specific fraud patterns detected.
3128,Real_Corporate,REAL,REAL,0.7,TRUE,"Looking for a motivated individual. We are hiring a Assistant. Responsibilities include managing projects and team collaboration. Requirements: Bachelor's degree. BENEFITS: Full medical, dental, and vision insurance. Tuition reimbursement.",No specific fraud patterns detected.
3129,Fake_Hidden,FAKE,FAKE,0.9,TRUE,Looking for a motivated individual. We are hiring a Warehouse. Responsibilities include managing projects and team collaboration. NOTE: Interview strictly via Telegram chat.. Requirements: Bachelor's degree. BENEFITS: Tuition reimbursement. On-site gym.,Detected high-risk trigger: 'TELEGRAM'
3130,Fake_Hidden,FAKE,REAL,0.15,FALSE,"Established firm looking for talent. We are hiring a Driver. Responsibilities include managing projects and team collaboration. NOTE: Pay a refundable insurance fee of $50.. Requirements: Bachelor's degree. BENEFITS: 401k matching up to 5%. Full medical, dental, and vision insurance.",Verified corporate benefits found.
